=====================================================================================================================================================================
Beale optimizer                                       cost      time [us]       |grad|/|fval|    #fails    #iters         #fcalls         #gcalls         speed      
cgd-prp[init-unit][backtrack-Wolfe]                   584       43.838867       0.000000         0         51.059570       194.853516       194.853516       0.246622   
cgd-ls[init-unit][backtrack-Armijo]                   585       39.730469       0.000000         0         50.056641       195.059570       195.059570       0.236157   
cgd-ls[init-unit][backtrack-Wolfe]                    593       41.364258       0.000000         0         48.663086       197.914062       197.914062       0.243343   
cgd-n[init-quadratic][backtrack-Wolfe]                596       53.443359       0.000000         0         74.741211       198.779297       198.779297       0.347859   
gd[init-quadratic][cgdescent]                         607       191.677734      0.000000         0         46.805664       202.516602       202.516602       0.418436   
gd[init-unit][cgdescent]                              623       198.018555      0.000000         0         46.865234       207.675781       207.675781       0.419137   
gd[init-consistent][cgdescent]                        629       199.011719      0.000000         0         46.605469       209.823242       209.823242       0.420453   
cgd-dycd[init-quadratic][backtrack-Wolfe]             647       54.750977       0.000000         0         75.479492       215.960938       215.960938       0.388697   
cgd-hs[init-quadratic][backtrack-strong-Wolfe]        649       33.842773       0.000000         0         26.787109       216.398438       216.398438       0.067994   
cgd-dyhs[init-unit][backtrack-Armijo]                 653       49.606445       0.000000         0         60.072266       217.745117       217.745117       0.225344   
cgd-dy[init-quadratic][backtrack-Wolfe]               667       55.692383       0.000000         0         78.706055       222.541016       222.541016       0.399904   
cgd-dyhs[init-unit][backtrack-Wolfe]                  673       43.717773       0.000000         0         59.590820       224.347656       224.347656       0.233422   
cgd-dycd[init-consistent][interp]                     797       153.657227      0.000000         0         10.054688       265.935547       265.935547       0.133470   
cgd-dy[init-consistent][interp]                       800       149.008789      0.000000         0         10.035156       266.934570       266.934570       0.132322   
cgd-cd[init-consistent][interp]                       802       154.155273      0.000000         0         10.091797       267.477539       267.477539       0.134148   
cgd-fr[init-quadratic][backtrack-Wolfe]               874       71.888672       0.000000         0         103.352539      291.355469       291.355469       0.518160   
cgd-fr[init-consistent][interp]                       901       169.824219      0.000000         0         11.074219       300.558594       300.558594       0.152874   
cgd-ls[init-quadratic][backtrack-strong-Wolfe]        989       45.733398       0.000000         0         27.098633       329.735352       329.735352       0.085687   
cgd-dyhs[init-quadratic][backtrack-strong-Wolfe]      994       47.696289       0.000000         0         29.061523       331.452148       331.452148       0.166869   
gd[init-unit][backtrack-Wolfe]                        1008      64.939453       0.000000         0         81.380859       336.330078       336.330078       0.235009   
cgd-ls[init-unit][backtrack-strong-Wolfe]             1024      50.004883       0.000000         0         27.639648       341.505859       341.505859       0.079342   
gd[init-unit][backtrack-Armijo]                       1029      64.048828       0.000000         0         85.619141       343.328125       343.328125       0.204041   
cgd-prp[init-quadratic][backtrack-strong-Wolfe]       1032      50.983398       0.000000         0         28.112305       344.150391       344.150391       0.118591   
cgd-n[init-unit][backtrack-Armijo]                    1054      70.347656       0.000000         0         76.332031       351.550781       351.550781       0.309204   
cgd-n[init-unit][backtrack-Wolfe]                     1075      68.283203       0.000000         0         76.012695       358.372070       358.372070       0.314815   
cgd-n[init-quadratic][backtrack-strong-Wolfe]         1077      51.179688       0.000000         0         30.722656       359.056641       359.056641       0.155566   
cgd-prp[init-unit][backtrack-strong-Wolfe]            1090      53.253906       0.000000         0         28.344727       363.432617       363.432617       0.124163   
cgd-n[init-unit][backtrack-strong-Wolfe]              1133      56.606445       0.000000         0         30.806641       377.932617       377.932617       0.139315   
cgd-dyhs[init-unit][backtrack-strong-Wolfe]           1147      57.826172       0.000000         0         29.106445       382.505859       382.505859       0.179132   
cgd-dycd[init-quadratic][backtrack-strong-Wolfe]      1188      60.742188       0.000000         0         34.030273       396.245117       396.245117       0.195304   
